rok;nr_okr;nr_k;komitet;kandydat;glosy;procent_okr;procent_lista;plec;wynik
2005;2;1;PPN;SOCHA Joanna Edyta;176;0.11;34.85;K;N
2005;2;2;PPN;NIEDŹWIECKI Jarosław;61;0.04;12.08;M;N
2005;2;3;PPN;BUDNIK Bogdan Zygfryd;23;0.01;4.55;M;N
2005;2;4;PPN;SOLARSKI Andrzej;23;0.01;4.55;M;N
2005;2;5;PPN;KWIATKOWSKA Maria;48;0.03;9.50;K;N
2005;2;6;PPN;SOBOTA Kazimierz;32;0.02;6.34;M;N
2005;2;7;PPN;KRASICKA Barbara;14;0.01;2.77;K;N
2005;2;8;PPN;PIETRUCHA Lech;10;0.01;1.98;M;N
2005;2;9;PPN;WADAS Andrzej;27;0.02;5.35;M;N
2005;2;10;PPN;PIWKO Witold;50;0.03;9.90;M;N
2005;2;11;PPN;GÓRNIAK Andrzej;17;0.01;3.37;M;N
2005;2;12;PPN;PACEK Maria Teresa;24;0.01;4.75;K;N
2005;2;1;PPP;SZCZYGIEŁ Mirosław Andrzej;319;0.20;23.68;M;N
2005;2;2;PPP;TYRALIK Kazimierz;84;0.05;6.24;M;N
2005;2;3;PPP;TRZCIŃSKI Adam;279;0.17;20.71;M;N
2005;2;4;PPP;KAŁUŻNY Jerzy;135;0.08;10.02;M;N
2005;2;5;PPP;GRENEN Iwona Teresa;107;0.07;7.94;K;N
2005;2;6;PPP;WALCZAK Iwona Cecylia;115;0.07;8.54;K;N
2005;2;7;PPP;ŻELAZKO Henryk Eugeniusz;62;0.04;4.60;M;N
2005;2;8;PPP;BERGEL Kazimierz;20;0.01;1.48;M;N
2005;2;9;PPP;SIERADZKI Marek;29;0.02;2.15;M;N
2005;2;10;PPP;CENTKOWSKI Henryk Marian;15;0.01;1.11;M;N
2005;2;11;PPP;LISIECKI Andrzej;43;0.03;3.19;M;N
2005;2;12;PPP;TUCHOLSKI Piotr;40;0.02;2.97;M;N
2005;2;13;PPP;KWIATKOWSKI Waldemar Bolesław;99;0.06;7.35;M;N
2005;2;1;PSL;NIEBIESZCZAŃSKI Ryszard Wiktor;5850;3.65;51.44;M;N
2005;2;2;PSL;DZIENDZIEL Wacław Alojzy;473;0.29;4.16;M;N
2005;2;3;PSL;ZIĘBA Henryk Edward;854;0.53;7.51;M;N
2005;2;4;PSL;KARYŚ Bogdan Józef;195;0.12;1.71;M;N
2005;2;5;PSL;OSTROWSKI Józef;336;0.21;2.95;M;N
2005;2;6;PSL;SZPANIER Marek;1192;0.74;10.48;M;N
2005;2;7;PSL;NOWAK Ryszard Mieczysław;685;0.43;6.02;M;N
2005;2;8;PSL;WIJATYK Bogusław Grzegorz;150;0.09;1.32;M;N
2005;2;9;PSL;LECH Mirosław Jan;160;0.10;1.41;M;N
2005;2;10;PSL;TCHÓRZEWSKI Henryk;123;0.08;1.08;M;N
2005;2;11;PSL;WĘGRZYN Adam;228;0.14;2.00;M;N
2005;2;12;PSL;BOGDAŁ Marek Piotr;643;0.40;5.65;M;N
2005;2;13;PSL;ROSIAK Longin Jan;484;0.30;4.26;M;N
2005;2;1;Patriotyczny;NIECHAJOWICZ Janina Teresa;492;0.31;36.39;K;N
2005;2;2;Patriotyczny;TOMCZYK Norbert;173;0.11;12.80;M;N
2005;2;3;Patriotyczny;FALIKOWSKA Weronika;92;0.06;6.80;K;N
2005;2;4;Patriotyczny;GARBICZ Grzegorz;164;0.10;12.13;M;N
2005;2;5;Patriotyczny;RYSZKA Franciszek;139;0.09;10.28;M;N
2005;2;6;Patriotyczny;KRUSZYŃSKI Witold;73;0.05;5.40;M;N
2005;2;7;Patriotyczny;ŁUKASZUK-KURIATA Zofia;59;0.04;4.36;K;N
2005;2;8;Patriotyczny;DUBOWIK Maria;30;0.02;2.22;K;N
2005;2;9;Patriotyczny;KADYS Anna;25;0.02;1.85;K;N
2005;2;10;Patriotyczny;SZRAMA Marek Tadeusz;25;0.02;1.85;M;N
2005;2;11;Patriotyczny;JAKUBISZYN Marian Zbigniew;17;0.01;1.26;M;N
2005;2;12;Patriotyczny;KLEMCZYŃSKA-PUKŁO Irena Ludwika;17;0.01;1.26;K;N
2005;2;13;Patriotyczny;NATUSIEWICZ Alicja Maria;46;0.03;3.40;K;N
2005;2;1;PiS;WIĄZOWSKI Waldemar Bogdan;8131;5.07;22.78;M;T
2005;2;2;PiS;WAWRYNIEWICZ Ryszard Jan;7320;4.56;20.51;M;T
2005;2;3;PiS;ROMAN Giovanni Adam;2544;1.59;7.13;M;T
2005;2;4;PiS;SOSIŃSKI Piotr Stefan;2083;1.30;5.84;M;N
2005;2;5;PiS;MUDY Zbigniew Hieronim;1083;0.68;3.03;M;N
2005;2;6;PiS;GRZEGORZEWICZ Grzegorz Sławomir;1900;1.18;5.32;M;N
2005;2;7;PiS;RODAK Mieczysław Jacenty;953;0.59;2.67;M;N
2005;2;8;PiS;BUKALSKA Irena Danuta;1647;1.03;4.61;K;N
2005;2;9;PiS;PACUŁA Magdalena;2143;1.34;6.00;K;N
2005;2;10;PiS;ZALEWSKA Anna Elżbieta;2235;1.39;6.26;K;N
2005;2;11;PiS;DOMEJKO Jacek Mariusz;724;0.45;2.03;M;N
2005;2;12;PiS;BIAŁOBRZYCKI Roman;353;0.22;0.99;M;N
2005;2;13;PiS;KAMIŃSKI Stanisław Grzegorz;1710;1.07;4.79;M;N
2005;2;14;PiS;GWOŹDZIK Bogumił Stefan;215;0.13;0.60;M;N
2005;2;15;PiS;BAKUŃ Ryszard Leszek;336;0.21;0.94;M;N
2005;2;16;PiS;KARPIŃSKA Dorota Ewa;2311;1.44;6.48;K;N
2005;2;1;SDPL;LUBIŃSKI Mirosław Aleksander;1952;1.22;30.75;M;N
2005;2;2;SDPL;POGODA Czesław;1121;0.70;17.66;M;N
2005;2;3;SDPL;RYNKOWSKA Bożena Katarzyna;797;0.50;12.56;K;N
2005;2;4;SDPL;KURZAWA Jarosław;621;0.39;9.78;M;N
2005;2;5;SDPL;DOWGIAŁO Przemysław Piotr;708;0.44;11.15;M;N
2005;2;6;SDPL;SZEWCZYK Grzegorz Wincenty;196;0.12;3.09;M;N
2005;2;7;SDPL;BRODA Leszek Antoni;359;0.22;5.66;M;N
2005;2;8;SDPL;KUBIT Krzysztof Robert;121;0.08;1.91;M;N
2005;2;9;SDPL;BYRA Andrzej;96;0.06;1.51;M;N
2005;2;10;SDPL;WICHA Tomasz Grzegorz;68;0.04;1.07;M;N
2005;2;11;SDPL;JERMACZEK Marta;309;0.19;4.87;K;N
2005;2;1;SLD;GOŁĘBIEWSKI Henryk;5056;3.15;23.19;M;T
2005;2;2;SLD;JEDOŃ Mieczysław;7952;4.96;36.47;M;N
2005;2;3;SLD;HERMAN Krystyna Janina;1532;0.96;7.03;K;N
2005;2;4;SLD;BANAŚ Magdalena;3881;2.42;17.80;K;N
2005;2;5;SLD;MARKIEWICZ Adam;2135;1.33;9.79;M;N
2005;2;6;SLD;HERETYK Szymon Wojciech;164;0.10;0.75;M;N
2005;2;7;SLD;FIL Łukasz;374;0.23;1.72;M;N
2005;2;8;SLD;BIENKIEWICZ Bronisław Stanisław;393;0.25;1.80;M;N
2005;2;9;SLD;CIEĆWIERZ Włodzimierz Wojciech;320;0.20;1.47;M;N
2005;2;1;Samoobrona;KOŁACZ Grzegorz;5961;3.72;26.49;M;T
2005;2;2;Samoobrona;GARBACZ Bożena Zofia;2670;1.66;11.87;K;N
2005;2;3;Samoobrona;SKIBA Grzegorz Wojciech;2259;1.41;10.04;M;N
2005;2;4;Samoobrona;WAŁOWSKI Grzegorz Piotr;1012;0.63;4.50;M;N
2005;2;5;Samoobrona;WAŚ Sławomir Stanisław;1012;0.63;4.50;M;N
2005;2;6;Samoobrona;KOTOWICZ Krzysztof Eugeniusz;1998;1.25;8.88;M;N
2005;2;7;Samoobrona;JASIAK Ewa;1156;0.72;5.14;K;N
2005;2;8;Samoobrona;OLEJARCZYK Bolesław;1087;0.68;4.83;M;N
2005;2;9;Samoobrona;STOKSIK Izabela;376;0.23;1.67;K;N
2005;2;10;Samoobrona;HUBER Paweł Stanisław;249;0.16;1.11;M;N
2005;2;11;Samoobrona;BĄK Mieczysław Stefan;379;0.24;1.68;M;N
2005;2;12;Samoobrona;TATKA Maria;287;0.18;1.28;K;N
2005;2;13;Samoobrona;JANIK Jan Jerzy;609;0.38;2.71;M;N
2005;2;14;Samoobrona;MARCINKOWSKA Anna Teresa;1201;0.75;5.34;K;N
2005;2;15;Samoobrona;ARDELLI Ferdynand;763;0.48;3.39;M;N
2005;2;16;Samoobrona;KOŁT Józef;1481;0.92;6.58;M;N
2005;3;1;Centrum;PRZYWARA Mariusz;138;0.04;12.80;M;N
2005;3;2;Centrum;LECH Zbigniew Mirosław;108;0.03;10.02;M;N
2005;3;3;Centrum;SOCHA Jan Aleksy;57;0.01;5.29;M;N
2005;3;4;Centrum;WÓJCIK Igor;47;0.01;4.36;M;N
2005;3;5;Centrum;SUCHOŃSKI Paweł Jan;18;0.00;1.67;M;N
2005;3;6;Centrum;PIERZGAŁA Wiesława Aleksandra;12;0.00;1.11;K;N
2005;3;7;Centrum;DZIARKO Małgorzata Wiesława;66;0.02;6.12;K;N
2005;3;8;Centrum;WYSOCKI Waldemar;132;0.03;12.24;M;N
2005;3;9;Centrum;MATUSIAK Piotr;28;0.01;2.60;M;N
2005;3;10;Centrum;RUDNIK Zbigniew;160;0.04;14.84;M;N
2005;3;11;Centrum;WITKOWSKI Józef;141;0.04;13.08;M;N
2005;3;12;Centrum;BORKOWSKI Zdzisław;37;0.01;3.43;M;N
2005;3;13;Centrum;SKONIECZNY Marek;17;0.00;1.58;M;N
2005;3;14;Centrum;WYPYCH Bogdan Piotr;11;0.00;1.02;M;N
2005;3;15;Centrum;WAGNER Dariusz;22;0.01;2.04;M;N
2005;3;16;Centrum;GRABOWSKI Tadeusz;23;0.01;2.13;M;N
2005;3;17;Centrum;KARLIŃSKI Krzysztof;17;0.00;1.58;M;N
2005;3;18;Centrum;ZAJĄCZKOWSKA Bożena;14;0.00;1.30;K;N
2005;3;19;Centrum;BOROWCZAK Zbigniew;30;0.01;2.78;M;N
2005;3;1;DemokraciPL;FRASYNIUK Władysław;13086;3.37;78.80;M;N
2005;3;2;DemokraciPL;SURY Wojciech;703;0.18;4.23;M;N
2005;3;3;DemokraciPL;DRABIAK Janina Elżbieta;353;0.09;2.13;K;N
2005;3;4;DemokraciPL;OSSOWSKI Jacek Antoni;315;0.08;1.90;M;N
2005;3;5;DemokraciPL;KICHLER Jerzy Michał;160;0.04;0.96;M;N
2005;3;6;DemokraciPL;SIKORA Arkadiusz;292;0.08;1.76;M;N
2005;3;7;DemokraciPL;MADEJ Robert;51;0.01;0.31;M;N
2005;3;8;DemokraciPL;DUBIELECKI Włodzimierz;51;0.01;0.31;M;N
2005;3;9;DemokraciPL;BRUSIŁOWICZ Edward Andrzej;29;0.01;0.17;M;N
2005;3;10;DemokraciPL;MARCINIAK Wojciech;65;0.02;0.39;M;N
2005;3;11;DemokraciPL;WOJTASZEK Krzysztof Wojciech;54;0.01;0.33;M;N
2005;3;12;DemokraciPL;TYŚNICKI Maciej;48;0.01;0.29;M;N
2005;3;13;DemokraciPL;KESSLER Ryszard Stefan;74;0.02;0.45;M;N
2005;3;14;DemokraciPL;PROBALA Zbigniew Jacek;23;0.01;0.14;M;N
2005;3;15;DemokraciPL;PAWLINA Łukasz Tytus;43;0.01;0.26;M;N
2005;3;16;DemokraciPL;JĘDRYCHOWSKI Marek Janusz;232;0.06;1.40;M;N
2005;3;17;DemokraciPL;PARLEWICZ Marek Jan;38;0.01;0.23;M;N
2005;3;18;DemokraciPL;BOJCZUK Krzysztof Paweł;99;0.03;0.60;M;N
2005;3;19;DemokraciPL;STASZEWSKI Waldemar Zbigniew;63;0.02;0.38;M;N
2005;3;20;DemokraciPL;TOPORSKI Tomasz Jarosław;29;0.01;0.17;M;N
2005;3;21;DemokraciPL;PADEREWSKI Stanisław Jan;74;0.02;0.45;M;N
2005;3;22;DemokraciPL;CZYŻ Beata;117;0.03;0.70;K;N
2005;3;23;DemokraciPL;STEFANICKI Tomasz Grzegorz;51;0.01;0.31;M;N
2005;3;24;DemokraciPL;TUMALEWSKA Olga;81;0.02;0.49;K;N
2005;3;25;DemokraciPL;CWYNAR Waldemar Grzegorz;90;0.02;0.54;M;N
2005;3;26;DemokraciPL;CIEMSKI Łukasz;76;0.02;0.46;M;N
2005;3;27;DemokraciPL;SYPIEŃ Agnieszka;310;0.08;1.87;K;N
2005;3;1;DomO;FERENC Maciej Bogdan;281;0.07;18.49;M;N
2005;3;2;DomO;RESZCZYŃSKI Kazimierz;243;0.06;15.99;M;N
2005;3;3;DomO;GRABIŃSKA Teresa Maria;45;0.01;2.96;K;N
2005;3;4;DomO;MROZOWICKI Piotr;62;0.02;4.08;M;N
2005;3;5;DomO;DZIEDZINA Grzegorz;43;0.01;2.83;M;N
2005;3;6;DomO;DUNAJ Bronisław;86;0.02;5.66;M;N
2005;3;7;DomO;SUSZKO Krzysztof Andrzej;21;0.01;1.38;M;N
2005;3;8;DomO;DAWIDOWICZ Henryk;31;0.01;2.04;M;N
2005;3;9;DomO;SOFIŃSKI Józef;112;0.03;7.37;M;N
2005;3;10;DomO;SZEWCZYK Stanisław;30;0.01;1.97;M;N
2005;3;11;DomO;LEWANDOWSKA Krystyna;55;0.01;3.62;K;N
2005;3;12;DomO;BAŃKOWSKI Józef Mirosław;50;0.01;3.29;M;N
2005;3;13;DomO;HOŁÓWKA Monika Hortenzja;44;0.01;2.89;K;N
2005;3;14;DomO;SZPYRA Marek Jan;13;0.00;0.86;M;N
2005;3;15;DomO;KUBIK Lesław Jerzy;82;0.02;5.39;M;N
2005;3;16;DomO;DZIELEŃDZIAK Maria Wanda;29;0.01;1.91;K;N
2005;3;17;DomO;GRYFIK Sławomir Waldemar;37;0.01;2.43;M;N
2005;3;18;DomO;DYMAŁA Jan;15;0.00;0.99;M;N
2005;3;19;DomO;SZAJDA Piotr Bogusław;29;0.01;1.91;M;N
2005;3;20;DomO;SIEDLECKI Andrzej Józef;24;0.01;1.58;M;N
2005;3;21;DomO;WŁODARSKI Alfred;38;0.01;2.50;M;N
2005;3;22;DomO;SIDOR Mieczysław Kazimierz;14;0.00;0.92;M;N
2005;3;23;DomO;PAPROCKI Jan;16;0.00;1.05;M;N
2005;3;24;DomO;STĘPIEŃ Alina;29;0.01;1.91;K;N
2005;3;25;DomO;WALIGÓRA Zbigniew Stanisław;58;0.01;3.82;M;N
2005;3;26;DomO;PROKOPCZAK Michał;33;0.01;2.17;M;N
2005;3;1;JKM;KORWIN-MIKKE Kacper Mikołaj;7928;2.04;84.45;M;N
2005;3;2;JKM;BOJANOWSKI Maciej Rafał;358;0.09;3.81;M;N
2005;3;3;JKM;MAURER Robert Jarosław;138;0.04;1.47;M;N
2005;3;4;JKM;SOBOLEWSKI Sebastian;154;0.04;1.64;M;N
2005;3;5;JKM;NOWAKOWSKI Henryk;96;0.02;1.02;M;N
2005;3;6;JKM;NIKIEL Janusz Kazimierz;100;0.03;1.07;M;N
2005;3;7;JKM;BABIJ Bogusława;102;0.03;1.09;K;N
2005;3;8;JKM;DYK Ryszard Bartłomiej;73;0.02;0.78;M;N
2005;3;9;JKM;JARZĄBEK Zbigniew;90;0.02;0.96;M;N
2005;3;10;JKM;MAGIER Krzysztof;63;0.02;0.67;M;N
2005;3;11;JKM;IWASZKIEWICZ Robert Jarosław;73;0.02;0.78;M;N
2005;3;12;JKM;RELEWICZ Sebastian Paweł;12;0.00;0.13;M;N
2005;3;13;JKM;KOŁAKOWSKI Tomasz;80;0.02;0.85;M;N
2005;3;14;JKM;GRUNDBOECK Marian;16;0.00;0.17;M;N
2005;3;15;JKM;PIOTROWSKI Marcin Jan;105;0.03;1.12;M;N
2005;3;1;LPR;DOBROSZ Janusz Konrad;14655;3.78;56.18;M;T
2005;3;2;LPR;BORUTKO Rafał;2288;0.59;8.77;M;N
2005;3;3;LPR;CWYNAR Sylwester;1376;0.35;5.27;M;N
2005;3;4;LPR;JAŁOSZYŃSKI Andrzej;447;0.12;1.71;M;N
2005;3;5;LPR;MALEWICZ Piotr Klemens;345;0.09;1.32;M;N
2005;3;6;LPR;SZCZURASZEK Jolanta;678;0.17;2.60;K;N
2005;3;7;LPR;NOWAKOWSKA-SZPALA Wiesława;413;0.11;1.58;K;N
2005;3;8;LPR;GŁADYSZ Barbara;640;0.17;2.45;K;N
2005;3;9;LPR;ŚWIĄTEK Piotr;381;0.10;1.46;M;N
2005;3;10;LPR;MIJALSKI Tomasz;171;0.04;0.66;M;N
2005;3;11;LPR;DĄBROWSKI Andrzej Wojciech;384;0.10;1.47;M;N
2005;3;12;LPR;PODGÓRSKA Krystyna;703;0.18;2.69;K;N
2005;3;13;LPR;FERTIG Danuta;137;0.04;0.53;K;N
2005;3;14;LPR;PARDA Małgorzata Stanisława;217;0.06;0.83;K;N
2005;3;15;LPR;OLSZEWSKI Wojciech Zbigniew;645;0.17;2.47;M;N
2005;3;16;LPR;KAŹMIERCZAK Karol;244;0.06;0.94;M;N
2005;3;17;LPR;KORTA Edyta;233;0.06;0.89;K;N
2005;3;18;LPR;BLICHARSKA Elżbieta;189;0.05;0.72;K;N
2005;3;19;LPR;PAPROTA Jan;134;0.03;0.51;M;N
2005;3;20;LPR;ZIELEZIŃSKI Piotr;172;0.04;0.66;M;N
2005;3;21;LPR;HARABASZ Janusz Ryszard;50;0.01;0.19;M;N
2005;3;22;LPR;CIERPIAŁ Piotr;97;0.03;0.37;M;N
2005;3;23;LPR;BOCZAR Janusz;173;0.04;0.66;M;N
2005;3;24;LPR;CZAJKOWSKA Magdalena;367;0.09;1.41;K;N
2005;3;25;LPR;CHMURZYŃSKI Piotr Michał;326;0.08;1.25;M;N
2005;3;26;LPR;KARBOWNICZEK Rafał Damian;56;0.01;0.21;M;N
2005;3;27;LPR;KROWIŃSKI Waldemar Sławomir;96;0.02;0.37;M;N
2005;3;28;LPR;JAWORSKI Piotr Maciej;470;0.12;1.80;M;N
2005;3;1;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;MELLEM Anna Barbara;122;0.03;23.24;K;N
2005;3;2;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;KINSNER Krzysztof Jan;18;0.00;3.43;M;N
2005;3;3;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;DANILEWICZ Andrzej;54;0.01;10.29;M;N
2005;3;4;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;MOŻDŻEŃ Zofia Maria;23;0.01;4.38;K;N
2005;3;5;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;STARZYCKA Ewa Wanda;28;0.01;5.33;K;N
2005;3;6;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;MATUSZCZYK Andrzej;33;0.01;6.29;M;N
2005;3;7;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;MANIEWSKA Ewa;37;0.01;7.05;K;N
2005;3;8;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;DEKIERT Lech;18;0.00;3.43;M;N
2005;3;9;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;SKOCZYLAS Robert;45;0.01;8.57;M;N
2005;3;10;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;DAMIAN Dominika;23;0.01;4.38;K;N
2005;3;11;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;ZIĘCIAK Marzenna Teresa;9;0.00;1.71;K;N
2005;3;12;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;KAŁUŻYŃSKI Wojciech;25;0.01;4.76;M;N
2005;3;13;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;LASKOWSKI Tadeusz Jerzy;21;0.01;4.00;M;N
2005;3;14;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;KRAUS Joanna Barbara;20;0.01;3.81;K;N
2005;3;15;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;HAWRYLAK Stanisław;11;0.00;2.10;M;N
2005;3;16;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;PUSTUŁA Barbara Bogumiła;12;0.00;2.29;K;N
2005;3;17;Lista nr 14 - Komitet Wyborczy Polskiej Konfederacji - Godność i Praca;MRÓZ Zbigniew Marian;26;0.01;4.95;M;N
2005;3;1;NOP;PEREK Tomasz;145;0.04;24.37;M;N
2005;3;2;NOP;BUKOWSKA Agnieszka Małgorzata;76;0.02;12.77;K;N
2005;3;3;NOP;BURDYK Łukasz Mateusz;28;0.01;4.71;M;N
2005;3;4;NOP;ĆMIKIEWICZ Julian Antoni;22;0.01;3.70;M;N
2005;3;5;NOP;KURZAWSKI Tadeusz;24;0.01;4.03;M;N
2005;3;6;NOP;POBORCZYK Arkadiusz Paweł;15;0.00;2.52;M;N
2005;3;7;NOP;KASPEREK Jakub Radosław;16;0.00;2.69;M;N
2005;3;8;NOP;JANUŚ Rafał Paweł;22;0.01;3.70;M;N
2005;3;9;NOP;KUBIAK Dawid Piotr;42;0.01;7.06;M;N
2005;3;10;NOP;LIS Adam;78;0.02;13.11;M;N
2005;3;11;NOP;STEMLER Ryszard Stefan;12;0.00;2.02;M;N
2005;3;12;NOP;KARŁOWICZ Zbigniew;11;0.00;1.85;M;N
2005;3;13;NOP;PYRZYŃSKI Piotr;26;0.01;4.37;M;N
2005;3;14;NOP;GASZYŃSKA Elżbieta;28;0.01;4.71;K;N
2005;3;15;NOP;ZYGADLEWICZ Piotr Grzegorz;50;0.01;8.40;M;N
2005;3;1;PO;ZDROJEWSKI Bogdan;73959;19.07;58.94;M;T
2005;3;2;PO;HUSKOWSKI Stanisław Tadeusz;12334;3.18;9.83;M;T
2005;3;3;PO;DUDA Jarosław;5901;1.52;4.70;M;T
2005;3;4;PO;PIECHOTA Sławomir Jan;7281;1.88;5.80;M;T
2005;3;5;PO;MŁYŃCZAK Aldona Janina;2903;0.75;2.31;K;T
2005;3;6;PO;WOLAK Ewa Wanda;3465;0.89;2.76;K;T
2005;3;7;PO;KARWOWSKI Leszek;1037;0.27;0.83;M;N
2005;3;8;PO;SKORUPA Zbigniew;2074;0.53;1.65;M;N
2005;3;9;PO;BOCHNAK Wojciech Piotr;2449;0.63;1.95;M;N
2005;3;10;PO;KACZOR Roman;2174;0.56;1.73;M;N
2005;3;11;PO;KOCZAN Henryk;431;0.11;0.34;M;N
2005;3;12;PO;ROMAN Grzegorz Czesław;1476;0.38;1.18;M;N
2005;3;13;PO;MACIEJEWSKI Dariusz;893;0.23;0.71;M;N
2005;3;14;PO;BIERNACKI Marek;1159;0.30;0.92;M;N
2005;3;15;PO;GUBERNAT Adam Jan;2058;0.53;1.64;M;N
2005;3;16;PO;SMOLIŃSKA Halina;1841;0.47;1.47;K;N
2005;3;17;PO;JAROS Michał;1125;0.29;0.90;M;N
2005;3;18;PO;PAWŁOWSKI Piotr Stanisław;648;0.17;0.52;M;N
2005;3;19;PO;STARZONEK Łukasz;326;0.08;0.26;M;N
2005;3;20;PO;WYSZKOWSKI Łukasz;370;0.10;0.29;M;N
2005;3;21;PO;STANKO Tomasz;894;0.23;0.71;M;N
2005;3;22;PO;PACAMAJ Dionizy Cezary;683;0.18;0.54;M;N
2005;3;1;PPN;KOSTYŁA Tomasz Jarosław;249;0.06;26.35;M;N
2005;3;2;PPN;KUPCZYK Adam;53;0.01;5.61;M;N
2005;3;3;PPN;ŁUKASIAK Roman;45;0.01;4.76;M;N
2005;3;4;PPN;NOWAKOWSKA Barbara;74;0.02;7.83;K;N
2005;3;5;PPN;PIASECZYŃSKI Zdzisław;20;0.01;2.12;M;N
2005;3;6;PPN;PRZECHOĆKO Bogdan;34;0.01;3.60;M;N
2005;3;7;PPN;SAWICKI Marian;54;0.01;5.71;M;N
2005;3;8;PPN;DMOWSKI Rafał Robert;51;0.01;5.40;M;N
2005;3;9;PPN;ŚWITOŃ Ryszard Kazimierz;92;0.02;9.74;M;N
2005;3;10;PPN;LEŚNICKI Tadeusz;32;0.01;3.39;M;N
2005;3;11;PPN;PASZKIEWICZ Bronisław;20;0.01;2.12;M;N
2005;3;12;PPN;POMESNY Andrzej;6;0.00;0.63;M;N
2005;3;13;PPN;FOGEL Piotr Andrzej;21;0.01;2.22;M;N
2005;3;14;PPN;JANUSZEWSKA-ZWOLIŃSKA Jolanta Janina;46;0.01;4.87;K;N
2005;3;15;PPN;BUĆKOWSKI Piotr Grzegorz;18;0.00;1.90;M;N
2005;3;16;PPN;OLSZEWSKA Ewa;32;0.01;3.39;K;N
2005;3;17;PPN;NOSOROWSKA Beata;7;0.00;0.74;K;N
2005;3;18;PPN;DOBROWOLSKI Dariusz Wojciech;13;0.00;1.38;M;N
2005;3;19;PPN;BUĆKOWSKI Eligiusz;4;0.00;0.42;M;N
2005;3;20;PPN;PRZYBYŁKOWSKA Marzena Anna;15;0.00;1.59;K;N
2005;3;21;PPN;KOWALSKA Wanda;16;0.00;1.69;K;N
2005;3;22;PPN;PAWŁOWSKA Agata;22;0.01;2.33;K;N
2005;3;23;PPN;KISIELEWSKA Wanda;21;0.01;2.22;K;N
2005;3;1;PPP;GĄSOWSKA Ewa;610;0.16;25.42;K;N
2005;3;2;PPP;ADAM Marcin Jarosław;159;0.04;6.62;M;N
2005;3;3;PPP;DEREŃ Jerzy Piotr;591;0.15;24.62;M;N
2005;3;4;PPP;POPIUK Marcin Marek;111;0.03;4.62;M;N
2005;3;5;PPP;ŁAZOR Zofia;200;0.05;8.33;K;N
2005;3;6;PPP;JURECKI Jacek Wiktor;35;0.01;1.46;M;N
2005;3;7;PPP;JANKOWSKI Zygmunt Piotr;125;0.03;5.21;M;N
2005;3;8;PPP;REMIARZ Leszek;25;0.01;1.04;M;N
2005;3;9;PPP;WOJTASIK Janusz Waldemar;43;0.01;1.79;M;N
2005;3;10;PPP;MERKEL Maciek Tomasz;33;0.01;1.38;M;N
2005;3;11;PPP;DOBIECH Dariusz;13;0.00;0.54;M;N
2005;3;12;PPP;NADOLSKI Sławomir;28;0.01;1.17;M;N
2005;3;13;PPP;KUŚKA Krystian Andrzej;40;0.01;1.67;M;N
2005;3;14;PPP;DEMBOWSKI Robert Klaudiusz;34;0.01;1.42;M;N
2005;3;15;PPP;KĄKOL Zbigniew Grzegorz;44;0.01;1.83;M;N
2005;3;16;PPP;DRAPAŁA Mirosław Wojciech;13;0.00;0.54;M;N
2005;3;17;PPP;STOMPEL Joanna Katarzyna;42;0.01;1.75;K;N
2005;3;18;PPP;DUDKA Jacek;70;0.02;2.92;M;N
2005;3;19;PPP;LIPNICKI Aleksander Mariusz;36;0.01;1.50;M;N
2005;3;20;PPP;ŁUKASIEWICZ Zbigniew Marek;30;0.01;1.25;M;N
2005;3;21;PPP;SZCZEPANIEC Piotr;11;0.00;0.46;M;N
2005;3;22;PPP;TULEJA Dorota Jadwiga;43;0.01;1.79;K;N
2005;3;23;PPP;KRAWIEC Mirosław Robert;23;0.01;0.96;M;N
2005;3;24;PPP;KOTOWSKI Dariusz Kazimierz;41;0.01;1.71;M;N
2005;3;1;PSL;GUCWIŃSKA Hanna Stefania;3047;0.79;25.91;K;N
2005;3;2;PSL;HOŁYŃSKI Józef;1191;0.31;10.13;M;N
2005;3;3;PSL;JAKUBOWSKI Tadeusz Aleksander;693;0.18;5.89;M;N
2005;3;4;PSL;KURIATA Henryk Andrzej;762;0.20;6.48;M;N
